User_ID,Age,Gender,Daily_Usage_Hours,Weekly_Usage_Hours,Platform,Engagement_Level,Addiction_Score,Usage_Type,Device_Used,Content_Type,Posts_Per_Week,Likes_Per_Week,Shares_Per_Week,Comments_Per_Week,Mental_Health_Impact,Geographic_Region,Account_Age_Years,Followers_Count,Followed_Accounts,Time_of_Day,Internet_Type,Battery_Usage_Per_Day,Sleep_Hours
2878,33,Male,7.8,67.59,Twitter,Low,8.9,Passive,PC,Image,21,131,91,151,Neutral,Asia,11,2050,366,Morning,Broadband,71.28,4.0
2879,16,Male,9.76,13.45,Snapchat,High,9.6,Passive,Smartphone,Video,28,417,32,48,Negative,North America,2,8612,890,Afternoon,Broadband,63.65,8.7
2880,34,Other,7.26,68.9,Snapchat,High,5.2,Active,Tablet,Image,11,222,40,11,Neutral,North America,9,1446,865,Morning,Mobile Data,83.09,9.5
2881,43,Female,8.06,8.44,Facebook,High,1.2,Passive,PC,Image,7,173,84,158,Negative,South America,7,8152,1246,Evening,WiFi,24.74,8.8
2882,48,Male,1.57,5.65,Twitter,Low,7.2,Passive,Smartphone,Image,29,272,20,182,Neutral,Africa,3,1163,1467,Morning,WiFi,63.82,3.5
2883,30,Other,8.39,19.03,TikTok,High,9.3,Active,PC,Mixed,17,457,48,17,Negative,Africa,9,5224,1543,Morning,Broadband,56.06,9.7
2884,30,Male,0.62,31.46,Facebook,Medium,1.0,Active,PC,Mixed,20,338,41,118,Positive,North America,5,6096,525,Night,WiFi,79.74,5.4
2885,56,Male,3.33,31.72,Snapchat,Medium,3.8,Passive,Smartphone,Video,28,366,4,144,Positive,South America,3,5991,86,Afternoon,WiFi,30.21,9.0
2886,44,Male,7.84,16.47,Facebook,Medium,6.3,Passive,PC,Mixed,18,192,51,113,Neutral,Africa,4,1880,60,Evening,WiFi,74.98,9.8
2887,38,Male,4.19,6.06,Twitter,High,3.7,Active,Smartphone,Mixed,15,415,48,172,Neutral,Africa,1,580,757,Night,Mobile Data,14.65,9.6
2888,52,Male,6.76,52.31,Facebook,High,3.3,Active,Tablet,Mixed,20,9,38,179,Neutral,Asia,8,1745,1458,Morning,Broadband,21.71,3.1
2889,38,Female,9.86,38.47,Facebook,Low,5.0,Passive,Smartphone,Image,5,324,87,128,Positive,Europe,12,324,1530,Evening,Mobile Data,44.0,3.2
2890,42,Male,0.6,50.37,Twitter,Medium,3.9,Active,Smartphone,Text,21,351,23,91,Positive,Africa,8,997,1324,Night,Mobile Data,97.95,8.4
2891,64,Female,5.48,53.89,Twitter,Low,3.1,Passive,Smartphone,Video,15,93,64,25,Positive,Africa,9,1054,986,Evening,Mobile Data,61.68,5.8
2892,16,Female,8.95,31.92,Instagram,Medium,6.2,Active,Smartphone,Mixed,18,365,52,55,Negative,Asia,8,2958,420,Evening,WiFi,14.07,6.4
2893,60,Other,3.44,54.34,TikTok,Medium,3.6,Passive,PC,Mixed,7,156,40,199,Negative,Europe,11,1698,915,Evening,WiFi,97.49,7.2
2894,33,Male,6.65,45.26,Twitter,Medium,1.1,Passive,PC,Image,12,206,60,82,Negative,South America,4,5252,88,Night,WiFi,60.73,7.7
2895,20,Female,5.91,53.01,Facebook,Medium,6.1,Passive,Tablet,Image,19,360,54,181,Negative,Africa,6,3538,1969,Morning,Broadband,42.53,3.4
2896,28,Male,7.37,4.37,Snapchat,Low,2.6,Active,Tablet,Image,27,279,56,32,Positive,Africa,13,952,1035,Afternoon,Broadband,67.95,8.5
2897,21,Female,9.13,3.6,Facebook,Medium,9.1,Passive,Smartphone,Text,15,478,1,57,Negative,Europe,10,5135,739,Night,WiFi,77.08,8.5
2898,36,Male,8.88,47.42,Twitter,Low,3.0,Passive,Tablet,Image,29,13,63,17,Neutral,Europe,11,8235,514,Evening,WiFi,55.02,9.3
2899,63,Other,9.34,51.43,TikTok,Medium,8.6,Active,PC,Video,28,301,78,118,Negative,South America,5,1169,374,Evening,Mobile Data,5.94,8.7
2900,22,Male,8.13,18.79,TikTok,High,6.9,Passive,Tablet,Image,18,407,18,99,Neutral,Asia,13,4124,854,Night,Broadband,83.29,3.1
2901,59,Other,5.54,32.58,TikTok,Low,4.4,Active,Tablet,Image,1,347,16,70,Negative,Africa,4,4331,387,Morning,Mobile Data,44.54,3.4
2902,14,Male,5.57,9.35,TikTok,Medium,7.9,Passive,Tablet,Image,23,390,69,30,Negative,Asia,12,7261,860,Afternoon,Broadband,46.56,9.3
2903,34,Other,4.14,18.64,Snapchat,Low,3.4,Active,PC,Image,0,186,20,7,Positive,Africa,2,9607,601,Night,Mobile Data,11.78,5.0
2904,26,Female,2.77,40.97,Instagram,Low,4.9,Passive,PC,Text,12,479,21,36,Positive,Europe,12,9516,988,Morning,WiFi,25.61,3.3
2905,35,Female,6.94,43.26,Snapchat,Low,8.7,Active,Tablet,Mixed,23,182,85,87,Neutral,South America,12,6225,114,Afternoon,WiFi,32.03,3.5
2906,40,Male,3.99,35.35,Snapchat,Low,10.0,Active,Smartphone,Text,4,354,42,106,Positive,Africa,11,4229,566,Evening,WiFi,19.56,6.8
2907,38,Male,5.79,14.66,TikTok,High,2.6,Active,Tablet,Text,12,241,63,63,Neutral,Asia,9,7378,1497,Evening,Mobile Data,67.35,6.1
2908,30,Other,6.24,17.4,TikTok,Medium,3.9,Passive,Smartphone,Mixed,0,423,44,48,Negative,Asia,8,5971,58,Afternoon,WiFi,60.32,5.3
2909,48,Male,4.62,52.48,TikTok,Low,9.4,Active,Smartphone,Text,10,284,95,4,Neutral,Europe,14,8530,720,Night,Broadband,10.13,8.9
2910,45,Female,5.47,41.14,Snapchat,Low,2.2,Passive,Tablet,Image,14,412,88,12,Positive,South America,2,8792,768,Evening,Mobile Data,32.59,9.5
2911,42,Male,4.13,30.6,Facebook,Medium,8.4,Active,Smartphone,Image,20,9,26,112,Negative,North America,13,9896,251,Afternoon,Mobile Data,17.7,9.9
2912,53,Male,8.6,21.99,TikTok,Medium,6.6,Passive,Smartphone,Image,27,115,43,138,Negative,South America,8,2585,635,Night,Mobile Data,64.41,6.3
2913,27,Male,9.01,65.81,Instagram,High,1.7,Active,PC,Mixed,3,461,29,53,Positive,Africa,10,8930,838,Afternoon,Broadband,77.97,3.5
2914,34,Other,5.77,51.84,Instagram,Medium,9.8,Passive,PC,Video,16,48,6,15,Neutral,Europe,9,6030,1881,Afternoon,Broadband,64.5,5.4
2915,38,Male,9.12,8.74,Instagram,Low,6.1,Passive,Smartphone,Video,3,352,57,127,Neutral,Europe,10,7658,359,Evening,Mobile Data,95.46,8.7
2916,61,Male,1.1,42.7,Snapchat,High,7.7,Active,Smartphone,Video,1,75,70,199,Neutral,Africa,3,2022,1851,Night,Mobile Data,45.87,6.9
2917,60,Male,1.41,43.45,Twitter,Medium,4.5,Passive,Smartphone,Image,8,397,22,90,Negative,Asia,13,7544,1101,Night,WiFi,27.08,4.9
2918,32,Female,5.75,23.48,Snapchat,High,6.6,Active,Tablet,Text,22,261,82,58,Negative,Europe,8,2180,1015,Evening,WiFi,69.64,7.1
2919,17,Other,9.86,47.17,Facebook,High,2.5,Active,Tablet,Text,10,398,96,114,Neutral,Asia,7,446,1919,Morning,Mobile Data,58.27,8.0
2920,57,Female,8.85,67.73,Instagram,Medium,3.6,Active,PC,Image,16,179,19,108,Neutral,Europe,10,6331,1415,Afternoon,Broadband,6.79,9.1
2921,38,Other,6.38,53.55,Facebook,Medium,2.2,Active,Tablet,Mixed,25,95,10,186,Neutral,North America,2,3512,1437,Night,Mobile Data,96.37,7.1
2922,37,Other,4.64,58.5,Twitter,Low,4.5,Active,Tablet,Mixed,28,257,95,24,Neutral,Africa,14,7263,247,Afternoon,WiFi,63.68,5.0
2923,58,Other,5.18,4.22,Facebook,Medium,8.2,Active,Tablet,Text,15,299,91,171,Positive,Africa,9,4629,339,Night,Mobile Data,42.26,5.5
2924,25,Other,4.33,18.23,Instagram,Low,9.7,Active,Smartphone,Image,23,125,37,39,Positive,Europe,8,1145,324,Night,Mobile Data,83.91,10.0
2925,31,Male,8.83,34.1,Twitter,Medium,5.2,Active,PC,Image,24,139,19,23,Neutral,North America,1,811,986,Night,Broadband,5.83,4.1
2926,48,Female,7.39,5.77,Instagram,Medium,5.7,Active,PC,Image,12,58,44,1,Positive,North America,4,2434,535,Night,Mobile Data,56.78,8.2
2927,39,Female,0.86,16.17,Instagram,High,5.5,Passive,PC,Image,4,190,8,113,Neutral,Asia,7,4971,1560,Night,Broadband,65.44,3.8
2928,26,Male,9.2,26.8,TikTok,Medium,6.4,Passive,Tablet,Text,11,337,77,156,Neutral,North America,4,6932,1428,Night,Mobile Data,23.67,6.3
2929,38,Female,2.53,61.22,Facebook,Low,6.6,Passive,PC,Image,2,139,63,0,Positive,North America,11,6227,191,Night,Broadband,38.82,5.3
2930,13,Male,2.64,58.6,Instagram,Low,4.4,Active,Smartphone,Text,14,64,9,119,Negative,Europe,4,8396,293,Evening,WiFi,93.87,5.2
2931,35,Other,7.46,26.66,Twitter,High,7.4,Passive,Tablet,Video,14,141,50,197,Neutral,Asia,4,8010,523,Morning,Broadband,40.89,6.1
2932,27,Female,8.4,51.84,Instagram,Low,4.3,Passive,Tablet,Image,29,427,45,15,Positive,North America,2,844,1490,Morning,Broadband,36.9,7.9
2933,23,Female,2.57,55.42,TikTok,High,4.7,Passive,PC,Text,1,117,52,1,Positive,Asia,10,3540,385,Morning,WiFi,61.58,9.8
2934,52,Other,8.75,67.19,Twitter,Medium,8.1,Passive,Smartphone,Image,7,357,99,147,Positive,South America,7,5422,1623,Morning,Broadband,13.59,8.8
2935,24,Female,1.17,15.93,Twitter,Low,9.3,Passive,Smartphone,Video,17,425,95,66,Negative,Europe,14,7621,860,Night,WiFi,73.36,8.8
2936,32,Male,4.95,46.38,TikTok,Medium,2.5,Passive,Smartphone,Video,13,282,40,193,Positive,Africa,2,4792,989,Morning,Mobile Data,97.78,9.0
2937,22,Female,4.12,17.07,TikTok,Medium,2.9,Passive,Smartphone,Text,19,45,96,48,Positive,Africa,14,8757,1838,Night,WiFi,59.06,9.8
2938,48,Male,4.36,22.13,Instagram,Low,6.0,Active,Smartphone,Mixed,28,411,80,106,Positive,Europe,7,3533,861,Evening,Mobile Data,50.61,5.0
2939,20,Female,6.7,28.02,TikTok,High,6.8,Passive,Smartphone,Video,22,159,31,141,Negative,South America,12,1284,1496,Morning,WiFi,22.49,5.7
2940,53,Male,9.52,30.15,Instagram,High,4.8,Active,Smartphone,Mixed,1,138,31,147,Negative,Europe,9,6884,1935,Morning,Mobile Data,86.94,5.5
2941,15,Male,6.03,69.02,TikTok,Medium,9.8,Passive,Smartphone,Mixed,3,174,26,21,Negative,North America,13,4846,753,Night,Broadband,59.46,9.0
2942,40,Male,2.79,25.14,Instagram,High,8.9,Passive,Tablet,Image,3,151,45,134,Positive,North America,2,6416,1682,Evening,Mobile Data,71.87,8.8
2943,37,Female,5.48,45.37,Snapchat,Medium,3.3,Active,PC,Video,2,196,48,121,Negative,Asia,9,4737,1458,Afternoon,WiFi,75.66,3.5
2944,15,Other,6.32,18.96,Instagram,High,9.5,Passive,Smartphone,Image,21,135,55,51,Negative,Europe,6,2565,470,Afternoon,Mobile Data,81.16,8.2
2945,20,Male,3.93,42.13,Twitter,Low,5.2,Passive,Tablet,Text,25,481,96,93,Neutral,Africa,14,4186,1489,Evening,WiFi,37.06,3.7
2946,34,Male,3.74,64.71,Facebook,Medium,1.1,Active,PC,Image,28,209,17,153,Neutral,South America,14,513,1555,Evening,WiFi,25.17,5.5
2947,32,Male,9.92,32.2,Twitter,High,1.6,Passive,Smartphone,Video,10,198,29,111,Positive,Europe,9,4956,502,Morning,Broadband,15.07,7.7
2948,27,Female,3.6,3.15,TikTok,High,8.7,Passive,PC,Image,26,121,42,149,Neutral,Asia,9,282,936,Evening,Mobile Data,70.11,5.3
2949,26,Female,7.42,9.9,Facebook,Low,6.6,Active,Smartphone,Image,1,176,90,21,Negative,North America,1,5177,1432,Morning,Mobile Data,94.96,8.1
2950,46,Female,9.29,36.5,Twitter,Low,4.6,Active,PC,Mixed,6,350,99,52,Negative,South America,6,7375,773,Night,WiFi,40.54,5.3
2951,31,Male,5.77,35.79,Instagram,Medium,3.4,Active,Tablet,Video,25,394,93,12,Negative,Asia,2,5921,1122,Evening,Broadband,37.79,8.5
2952,35,Male,6.78,18.19,Snapchat,High,4.0,Active,Tablet,Image,19,413,95,0,Neutral,Europe,3,266,1223,Morning,WiFi,47.58,6.2
2953,30,Other,9.65,5.63,Snapchat,Low,5.0,Active,Smartphone,Video,9,438,95,5,Positive,Europe,5,5655,307,Afternoon,WiFi,70.08,9.4
2954,24,Other,0.98,19.21,Facebook,Medium,5.6,Passive,Smartphone,Image,19,30,21,129,Positive,South America,6,673,320,Night,WiFi,32.13,4.2
2955,41,Female,9.28,52.99,Twitter,Medium,6.8,Passive,Smartphone,Video,22,170,39,124,Negative,Asia,1,6168,1225,Afternoon,WiFi,98.96,8.8
2956,57,Male,7.81,65.4,Facebook,High,7.9,Passive,PC,Video,3,67,50,127,Neutral,South America,14,6571,1157,Afternoon,Mobile Data,42.55,3.0
2957,57,Other,6.97,7.51,Twitter,Medium,3.6,Passive,Tablet,Mixed,5,352,73,48,Positive,South America,12,2828,594,Night,Broadband,64.67,6.4
2958,15,Female,0.67,62.13,Twitter,Low,3.4,Passive,Tablet,Text,14,95,8,22,Positive,Asia,11,5251,1613,Night,Broadband,89.01,9.5
2959,16,Other,3.59,30.63,Twitter,Medium,1.7,Passive,Smartphone,Video,24,61,76,165,Neutral,Asia,12,8806,108,Afternoon,Broadband,94.43,6.3
2960,23,Male,6.12,28.83,Instagram,High,8.8,Passive,Tablet,Text,0,122,4,160,Positive,Africa,8,772,867,Night,Mobile Data,94.82,4.3
2961,44,Other,6.22,31.16,Twitter,High,3.2,Passive,Smartphone,Mixed,28,306,90,157,Neutral,South America,3,4504,1925,Evening,Broadband,69.83,4.3
2962,57,Female,6.98,9.8,Instagram,Low,6.3,Passive,PC,Image,11,236,82,125,Neutral,Africa,1,801,1356,Afternoon,Broadband,94.67,5.3
2963,40,Male,9.19,20.54,TikTok,High,4.7,Passive,Tablet,Image,18,38,86,169,Positive,Africa,10,8096,206,Evening,Mobile Data,76.41,3.6
2964,45,Female,2.19,49.08,Twitter,Medium,7.5,Passive,PC,Mixed,10,237,17,66,Neutral,South America,10,3233,1763,Evening,Mobile Data,87.46,8.9
2965,51,Male,1.76,45.87,Twitter,Low,6.3,Active,Smartphone,Text,21,130,59,127,Neutral,Africa,8,4051,1458,Afternoon,Broadband,96.37,4.4
2966,63,Male,6.77,20.4,TikTok,High,7.7,Active,Tablet,Mixed,16,436,94,68,Negative,Europe,2,6981,465,Night,Mobile Data,75.17,9.6
2967,42,Other,6.52,34.22,Twitter,High,2.6,Active,PC,Image,2,323,12,181,Positive,Europe,13,5675,1423,Night,Mobile Data,31.48,4.1
2968,42,Other,1.97,36.84,Twitter,Low,6.1,Passive,Smartphone,Text,4,176,54,72,Positive,North America,10,2740,1957,Night,Mobile Data,82.43,3.1
2969,46,Male,5.63,67.4,Snapchat,High,8.4,Active,Tablet,Mixed,19,86,4,9,Positive,Africa,10,3187,727,Afternoon,WiFi,8.26,4.0
2970,54,Other,5.37,12.99,Snapchat,Medium,2.7,Passive,PC,Text,21,305,42,172,Neutral,Asia,7,1896,1466,Night,Mobile Data,92.23,6.3
2971,56,Female,7.9,29.08,Instagram,Medium,4.5,Passive,PC,Mixed,22,430,13,108,Positive,Africa,14,1249,394,Evening,Broadband,85.26,9.2
2972,14,Other,5.37,20.02,TikTok,Low,4.3,Passive,Tablet,Text,4,208,27,31,Neutral,Europe,9,729,432,Night,Mobile Data,27.78,6.8
2973,54,Other,6.98,34.17,Twitter,High,4.8,Passive,Smartphone,Image,0,458,79,119,Negative,North America,12,882,1365,Night,Broadband,29.81,9.2
2974,62,Male,8.86,6.39,Facebook,High,8.8,Active,PC,Mixed,2,273,37,162,Positive,South America,8,3549,1676,Morning,Mobile Data,61.66,5.5
2975,38,Male,6.01,35.34,Facebook,Medium,9.1,Passive,Tablet,Text,5,131,28,197,Neutral,Asia,3,4345,1789,Afternoon,WiFi,37.29,5.8
2976,34,Other,5.35,41.84,Instagram,High,1.1,Active,Smartphone,Text,25,188,39,187,Positive,Europe,5,7570,51,Evening,WiFi,73.52,6.0
2977,61,Male,3.67,43.73,Snapchat,High,6.3,Active,PC,Video,4,195,26,15,Negative,Asia,11,267,1637,Morning,Broadband,46.48,5.0
2978,58,Other,6.89,35.75,Twitter,High,9.4,Passive,Tablet,Image,19,173,49,148,Neutral,Europe,2,3501,268,Night,Mobile Data,33.14,6.4
2979,61,Other,2.76,64.99,Instagram,High,1.7,Passive,Smartphone,Text,17,301,87,100,Neutral,North America,13,5382,383,Evening,Broadband,64.55,3.1
2980,13,Other,3.71,38.24,Twitter,Low,4.1,Active,Tablet,Text,21,457,52,77,Positive,Europe,5,8643,1870,Morning,Broadband,35.31,4.0
2981,51,Other,3.67,42.63,TikTok,Low,10.0,Active,Smartphone,Mixed,15,76,48,175,Positive,South America,3,5611,1468,Night,Mobile Data,56.73,5.4
2982,20,Female,9.51,39.32,Snapchat,Low,1.2,Active,Smartphone,Video,24,131,31,34,Negative,Africa,4,3189,669,Evening,Broadband,59.78,8.2
2983,34,Other,7.65,48.02,Instagram,Medium,4.0,Passive,PC,Text,22,221,7,117,Negative,Asia,13,5389,1396,Evening,Mobile Data,7.43,9.0
2984,18,Male,3.88,58.76,Facebook,Medium,9.8,Passive,Tablet,Image,2,404,83,113,Neutral,North America,8,4947,1299,Morning,WiFi,94.56,8.4
2985,28,Other,7.52,50.89,Instagram,Medium,5.8,Active,Smartphone,Image,20,309,29,60,Neutral,Africa,12,8347,114,Morning,Mobile Data,6.09,6.2
2986,26,Other,6.49,24.29,Snapchat,High,1.3,Active,Tablet,Video,22,257,33,35,Negative,North America,5,5254,1087,Afternoon,WiFi,46.7,3.5
2987,29,Male,1.82,57.74,Twitter,Low,3.3,Active,Tablet,Text,17,343,1,116,Negative,North America,5,5379,1994,Morning,Broadband,18.65,4.0
2988,46,Male,6.36,61.53,Snapchat,High,7.6,Passive,Smartphone,Mixed,17,39,64,96,Neutral,Asia,13,4458,449,Night,WiFi,80.37,8.1
2989,63,Other,8.0,37.18,Facebook,Medium,2.6,Passive,Smartphone,Mixed,24,309,88,85,Neutral,Europe,9,8819,1180,Night,Broadband,22.28,8.5
2990,43,Female,9.37,37.89,Twitter,High,6.4,Passive,Tablet,Image,22,364,96,54,Negative,Africa,4,4876,1847,Afternoon,Mobile Data,60.17,8.9
2991,49,Other,0.86,12.58,Instagram,High,3.7,Passive,Tablet,Video,15,302,61,24,Neutral,Asia,4,447,1342,Afternoon,Broadband,27.26,4.1
2992,45,Female,7.78,16.32,Twitter,High,8.8,Active,Tablet,Text,29,277,95,33,Negative,Europe,12,7794,1859,Morning,Mobile Data,97.41,8.5
2993,21,Other,2.3,13.41,Facebook,High,6.7,Active,Smartphone,Video,18,315,26,101,Positive,Africa,14,1699,992,Afternoon,Broadband,7.25,6.5
2994,57,Male,6.0,52.8,Snapchat,High,7.0,Active,Smartphone,Text,21,236,78,20,Neutral,Asia,7,600,996,Night,Broadband,99.8,5.5
2995,53,Female,6.22,7.25,Instagram,Low,4.7,Active,PC,Image,25,151,66,150,Positive,South America,1,4008,1535,Night,Mobile Data,74.62,3.7
2996,16,Female,1.23,30.74,Snapchat,Medium,2.6,Passive,Tablet,Image,17,196,94,147,Positive,North America,10,2308,1776,Morning,Broadband,87.06,9.8
2997,37,Other,7.61,21.03,TikTok,Medium,8.5,Active,PC,Mixed,17,101,2,52,Positive,Africa,3,4844,1485,Night,Broadband,88.42,7.5
2998,27,Female,4.9,62.17,Facebook,Low,5.3,Passive,Smartphone,Video,0,488,61,79,Positive,Europe,9,7473,1265,Afternoon,Broadband,10.74,6.7
2999,16,Other,9.76,42.12,Snapchat,High,5.8,Active,Tablet,Mixed,27,58,74,10,Negative,Europe,1,738,605,Morning,Mobile Data,94.54,9.7
3000,63,Other,8.02,12.74,TikTok,High,1.9,Passive,Smartphone,Mixed,2,485,94,97,Positive,Europe,7,4911,674,Afternoon,Mobile Data,85.79,5.6
3001,61,Other,1.59,34.69,Snapchat,High,4.8,Active,PC,Text,6,438,0,82,Positive,Europe,10,221,1182,Night,Mobile Data,27.11,8.5
3002,48,Other,2.54,43.93,Facebook,Low,8.1,Passive,Tablet,Video,11,84,48,27,Positive,North America,14,2464,1637,Afternoon,Broadband,31.06,3.6
3003,64,Other,1.97,37.34,Instagram,High,8.3,Active,Tablet,Video,8,116,42,117,Negative,South America,6,8899,779,Morning,Broadband,13.3,3.3
3004,44,Male,5.11,24.57,Snapchat,Medium,9.8,Passive,Tablet,Text,14,305,74,13,Neutral,North America,7,9184,1846,Night,WiFi,8.44,6.3
3005,14,Male,8.35,37.91,Twitter,Medium,7.7,Active,Smartphone,Mixed,6,387,32,119,Positive,Asia,12,3251,130,Evening,Mobile Data,21.16,8.4
3006,13,Other,5.82,10.5,TikTok,High,8.4,Passive,Smartphone,Mixed,2,468,92,59,Negative,Europe,14,6956,519,Evening,Mobile Data,30.9,7.3
3007,55,Female,4.85,26.45,Twitter,Medium,7.6,Active,Smartphone,Video,26,198,72,191,Positive,Europe,1,820,1843,Afternoon,WiFi,42.78,7.8
3008,44,Other,3.03,67.83,TikTok,Medium,5.3,Passive,Tablet,Image,3,496,82,91,Positive,North America,4,2340,458,Evening,Mobile Data,83.4,5.1
3009,31,Other,1.42,19.27,Twitter,High,8.1,Passive,PC,Video,6,246,43,40,Neutral,South America,10,5725,1387,Morning,WiFi,33.54,7.1
3010,15,Male,1.74,12.77,TikTok,High,1.0,Active,PC,Mixed,15,223,55,122,Positive,North America,3,8350,897,Morning,WiFi,34.56,5.0
3011,28,Other,3.69,67.88,Twitter,Medium,1.3,Passive,PC,Image,3,43,79,96,Negative,Africa,8,1634,767,Evening,Mobile Data,51.86,6.0
3012,51,Other,2.83,16.17,Snapchat,High,8.7,Active,Tablet,Mixed,9,341,15,78,Negative,Asia,3,2541,874,Evening,Mobile Data,85.21,3.6
3013,56,Female,4.83,11.63,Snapchat,Low,1.4,Passive,PC,Mixed,21,315,85,78,Positive,North America,4,7271,1185,Morning,WiFi,48.2,8.6
3014,52,Female,6.17,13.52,Twitter,High,4.0,Passive,PC,Text,9,323,48,126,Neutral,South America,11,576,1595,Morning,Mobile Data,98.82,5.2
3015,33,Other,5.74,24.03,Instagram,Medium,8.9,Active,Tablet,Video,8,268,24,77,Negative,South America,5,4921,1589,Night,Mobile Data,31.22,7.9
3016,14,Other,0.91,64.68,Facebook,Medium,8.8,Active,Smartphone,Image,2,396,33,150,Negative,Europe,4,8595,1415,Night,WiFi,36.58,5.4
3017,13,Male,2.67,15.17,Snapchat,Medium,3.1,Passive,PC,Mixed,20,325,34,181,Neutral,South America,7,5573,1591,Afternoon,Mobile Data,46.37,4.4
3018,58,Male,1.96,22.42,Snapchat,Low,5.4,Active,Smartphone,Text,28,244,26,149,Neutral,Africa,13,4638,1479,Evening,Mobile Data,76.74,5.4
3019,62,Male,8.87,31.63,Instagram,Low,5.1,Active,Smartphone,Video,26,176,42,68,Neutral,Africa,4,6154,165,Morning,Broadband,62.5,9.8
3020,31,Male,6.16,67.94,TikTok,High,7.9,Passive,Smartphone,Text,16,213,32,194,Negative,South America,5,7950,529,Evening,Broadband,88.62,5.0
3021,42,Other,7.52,65.29,Twitter,High,4.8,Active,Smartphone,Text,23,408,41,33,Positive,South America,8,2861,1935,Afternoon,Mobile Data,65.45,4.3
3022,57,Other,7.69,58.6,Twitter,Low,2.2,Active,Smartphone,Text,2,187,30,162,Neutral,Africa,10,6644,242,Evening,Mobile Data,33.14,7.1
3023,39,Female,4.41,25.43,Twitter,High,7.1,Passive,Smartphone,Mixed,17,391,75,170,Negative,Asia,8,7384,165,Evening,WiFi,31.04,5.9
3024,20,Male,2.21,54.75,Facebook,Medium,9.5,Passive,Tablet,Image,1,243,81,187,Negative,South America,10,5206,843,Evening,Broadband,55.6,6.5
3025,16,Female,4.03,53.65,Facebook,Low,4.4,Passive,PC,Mixed,17,130,28,121,Positive,South America,4,8324,775,Afternoon,Mobile Data,13.45,3.5
3026,34,Female,3.16,5.13,TikTok,Low,7.6,Passive,Smartphone,Image,8,240,24,119,Negative,Asia,2,7094,682,Morning,WiFi,13.18,7.5
3027,32,Female,0.79,23.5,Twitter,High,7.8,Passive,Smartphone,Text,23,446,83,162,Neutral,South America,2,661,1994,Morning,Mobile Data,24.67,10.0
3028,28,Male,1.28,53.12,Snapchat,Medium,3.0,Active,Smartphone,Mixed,6,88,92,65,Positive,Africa,8,1356,1568,Night,WiFi,59.02,3.6
3029,18,Other,1.52,56.28,Instagram,Low,3.0,Active,Tablet,Image,25,133,51,49,Positive,Africa,4,8803,1853,Evening,Mobile Data,45.38,6.5
3030,16,Other,1.3,18.47,Snapchat,Medium,6.1,Active,Tablet,Mixed,3,370,86,61,Positive,Europe,6,6398,1031,Night,Mobile Data,23.21,6.7
3031,21,Other,4.07,67.05,Instagram,High,1.3,Active,Tablet,Image,16,418,10,85,Negative,Europe,13,9697,1275,Afternoon,Mobile Data,24.54,5.1
3032,21,Other,9.82,21.33,TikTok,High,9.8,Active,Smartphone,Text,26,60,38,128,Positive,North America,14,1979,330,Morning,Mobile Data,34.96,5.1
3033,56,Female,8.02,27.91,Facebook,Medium,8.3,Active,PC,Mixed,10,241,30,61,Negative,North America,2,6809,1504,Evening,Broadband,47.7,4.3
3034,56,Female,0.72,69.03,TikTok,Low,6.8,Passive,Tablet,Mixed,18,340,27,187,Negative,Europe,12,2946,1531,Afternoon,Broadband,62.9,6.2
3035,44,Female,7.83,53.0,Facebook,Medium,10.0,Active,PC,Mixed,15,488,27,31,Neutral,North America,11,4105,1840,Evening,WiFi,50.51,7.2
3036,38,Male,7.88,62.43,Twitter,High,2.0,Passive,PC,Text,23,15,44,129,Negative,Africa,1,3062,1354,Afternoon,Mobile Data,37.31,8.3
3037,25,Female,4.67,29.2,Twitter,Medium,9.6,Passive,PC,Text,28,110,34,167,Positive,South America,3,1688,309,Night,WiFi,46.26,7.3
3038,21,Female,2.64,17.02,Twitter,High,5.7,Passive,PC,Video,17,396,45,114,Neutral,North America,11,5145,916,Evening,Mobile Data,61.15,7.1
3039,17,Male,5.3,52.91,Snapchat,High,1.1,Active,PC,Mixed,18,143,38,112,Negative,Asia,8,5408,570,Night,WiFi,51.0,3.9
3040,30,Male,3.37,35.35,Twitter,Medium,4.3,Active,Smartphone,Image,7,478,89,89,Positive,Asia,14,7584,958,Morning,Broadband,16.02,7.6
3041,41,Other,5.39,25.34,Snapchat,High,7.8,Passive,Smartphone,Image,0,463,33,76,Positive,North America,7,4456,1752,Morning,Mobile Data,48.45,5.3
3042,50,Female,3.68,65.71,TikTok,Medium,3.7,Active,Smartphone,Mixed,11,81,99,131,Neutral,Asia,2,9786,484,Evening,WiFi,57.02,6.2
3043,60,Male,1.45,24.62,TikTok,High,9.8,Active,PC,Video,0,174,76,22,Neutral,South America,2,2381,1505,Afternoon,Mobile Data,37.91,8.7
3044,64,Other,6.99,16.36,Snapchat,High,8.9,Active,Smartphone,Image,23,235,76,30,Positive,Africa,5,967,186,Afternoon,Mobile Data,33.99,7.0
3045,36,Male,5.41,17.53,Instagram,Low,1.3,Passive,PC,Video,5,214,25,82,Positive,Asia,13,1794,1840,Night,WiFi,90.27,5.0
3046,19,Male,0.84,67.49,Snapchat,Low,6.2,Passive,PC,Mixed,22,330,55,156,Neutral,South America,14,6429,617,Evening,Mobile Data,23.53,3.8
